ARO_name	AMR_Gene_Family	Credi_rank
OXA-535	OXA beta-lactamase	AMR_Gene_Family
OXA-539	OXA beta-lactamase	AMR_Gene_Family
OXA-54	OXA beta-lactamase	AMR_Gene_Family
OXA-540	OXA beta-lactamase	AMR_Gene_Family
OXA-541	OXA beta-lactamase	AMR_Gene_Family
OXA-543	OXA beta-lactamase	AMR_Gene_Family
OXA-544	OXA beta-lactamase	AMR_Gene_Family
OXA-55	OXA beta-lactamase	AMR_Gene_Family
OXA-56	OXA beta-lactamase	AMR_Gene_Family
OXA-57	OXA beta-lactamase	AMR_Gene_Family
OXA-570	OXA beta-lactamase	AMR_Gene_Family
OXA-571	OXA beta-lactamase	AMR_Gene_Family
OXA-573	OXA beta-lactamase	AMR_Gene_Family
OXA-58	OXA beta-lactamase	AMR_Gene_Family
OXA-59	OXA beta-lactamase	AMR_Gene_Family
OXA-60	OXA beta-lactamase	AMR_Gene_Family
OXA-61	OXA beta-lactamase	AMR_Gene_Family
OXA-62	OXA beta-lactamase	AMR_Gene_Family
OXA-63	OXA beta-lactamase	AMR_Gene_Family
OXA-64	OXA beta-lactamase	AMR_Gene_Family
OXA-641	OXA beta-lactamase	AMR_Gene_Family
OXA-646	OXA beta-lactamase	AMR_Gene_Family
oxa-647	OXA beta-lactamase	AMR_Gene_Family
OXA-648	OXA beta-lactamase	AMR_Gene_Family
OXA-649	OXA beta-lactamase	AMR_Gene_Family
OXA-65	OXA beta-lactamase	AMR_Gene_Family
OXA-653	OXA beta-lactamase	AMR_Gene_Family
OXA-66	OXA beta-lactamase	AMR_Gene_Family
OXA-663	OXA beta-lactamase	AMR_Gene_Family
OXA-664	OXA beta-lactamase	AMR_Gene_Family
OXA-665	OXA beta-lactamase	AMR_Gene_Family
OXA-668	OXA beta-lactamase	AMR_Gene_Family
OXA-67	OXA beta-lactamase	AMR_Gene_Family
OXA-671	OXA beta-lactamase	AMR_Gene_Family
OXA-672	OXA beta-lactamase	AMR_Gene_Family
OXA-673	OXA beta-lactamase	AMR_Gene_Family
OXA-68	OXA beta-lactamase	AMR_Gene_Family
OXA-681	OXA beta-lactamase	AMR_Gene_Family
OXA-69	OXA beta-lactamase	AMR_Gene_Family
OXA-7	OXA beta-lactamase	AMR_Gene_Family
OXA-70	OXA beta-lactamase	AMR_Gene_Family
OXA-71	OXA beta-lactamase	AMR_Gene_Family
OXA-72	OXA beta-lactamase	AMR_Gene_Family
OXA-724	OXA beta-lactamase	AMR_Gene_Family
OXA-73	OXA beta-lactamase	AMR_Gene_Family
OXA-737	OXA beta-lactamase	AMR_Gene_Family
OXA-74	OXA beta-lactamase	AMR_Gene_Family
OXA-75	OXA beta-lactamase	AMR_Gene_Family
OXA-76	OXA beta-lactamase	AMR_Gene_Family
OXA-77	OXA beta-lactamase	AMR_Gene_Family
OXA-779	OXA beta-lactamase	AMR_Gene_Family
OXA-78	OXA beta-lactamase	AMR_Gene_Family
OXA-79	OXA beta-lactamase	AMR_Gene_Family
OXA-80	OXA beta-lactamase	AMR_Gene_Family
OXA-812	OXA beta-lactamase	AMR_Gene_Family
OXA-818	OXA beta-lactamase	AMR_Gene_Family
OXA-82	OXA beta-lactamase	AMR_Gene_Family
OXA-825	OXA beta-lactamase	AMR_Gene_Family
OXA-83	OXA beta-lactamase	AMR_Gene_Family
OXA-835	OXA beta-lactamase	AMR_Gene_Family
OXA-837	OXA beta-lactamase	AMR_Gene_Family
OXA-838	OXA beta-lactamase	AMR_Gene_Family
OXA-84	OXA beta-lactamase	AMR_Gene_Family
OXA-846	OXA beta-lactamase	AMR_Gene_Family
OXA-85	OXA beta-lactamase	AMR_Gene_Family
OXA-850	OXA beta-lactamase	AMR_Gene_Family
OXA-86	OXA beta-lactamase	AMR_Gene_Family
OXA-87	OXA beta-lactamase	AMR_Gene_Family
OXA-88	OXA beta-lactamase	AMR_Gene_Family
OXA-89	OXA beta-lactamase	AMR_Gene_Family
OXA-895	OXA beta-lactamase	AMR_Gene_Family
OXA-897	OXA beta-lactamase	AMR_Gene_Family
OXA-898	OXA beta-lactamase	AMR_Gene_Family
OXA-899	OXA beta-lactamase	AMR_Gene_Family
OXA-9	OXA beta-lactamase	AMR_Gene_Family
OXA-90	OXA beta-lactamase	AMR_Gene_Family
OXA-906	OXA beta-lactamase	AMR_Gene_Family
OXA-91	OXA beta-lactamase	AMR_Gene_Family
OXA-915	OXA beta-lactamase	AMR_Gene_Family
OXA-92	OXA beta-lactamase	AMR_Gene_Family
OXA-926	OXA beta-lactamase	AMR_Gene_Family
OXA-93	OXA beta-lactamase	AMR_Gene_Family
OXA-930	OXA beta-lactamase	AMR_Gene_Family
OXA-931	OXA beta-lactamase	AMR_Gene_Family
OXA-94	OXA beta-lactamase	AMR_Gene_Family
OXA-95	OXA beta-lactamase	AMR_Gene_Family
OXA-96	OXA beta-lactamase	AMR_Gene_Family
OXA-97	OXA beta-lactamase	AMR_Gene_Family
OXA-98	OXA beta-lactamase	AMR_Gene_Family
OXA-99	OXA beta-lactamase	AMR_Gene_Family
PC1 beta-lactamase (blaZ)	blaZ beta-lactamase	AMR_Gene_Family
PDC-1	PDC beta-lactamase	AMR_Gene_Family
PDC-10	PDC beta-lactamase	AMR_Gene_Family
PDC-104	PDC beta-lactamase	AMR_Gene_Family
PDC-105	PDC beta-lactamase	AMR_Gene_Family
PDC-11	PDC beta-lactamase	AMR_Gene_Family
PDC-117	PDC beta-lactamase	AMR_Gene_Family
PDC-118	PDC beta-lactamase	AMR_Gene_Family
